Beta,R0,mean_infected_ratio,std_infected_ratio,mean_R_all,R_age1,R_age2,R_age3,R_age4,R_age5,R_age6,R_age7,R_age8,R_age9,R_age10,R_age11,R_age12,R_age13,R_age14,R_age15,R_age16
0.0,0.0,0.009999999999999998,1.734723475976807e-18,0.009999999999999998,0.009200968523002421,0.010259917920656633,0.009706546275395033,0.009762308998302207,0.011318897637795275,0.009507042253521126,0.011904761904761902,0.009716599190283401,0.01218836565096953,0.009059233449477353,0.008189655172413792,0.011046511627906975,0.0049586776859504135,0.009523809523809523,0.011320754716981133,0.005714285714285714
0.001,0.003,0.01072,0.0002993325909419152,0.010719999999999997,0.009322033898305085,0.011764705882352941,0.011963882618510158,0.010186757215619695,0.010334645669291338,0.0072769953051643205,0.012053571428571429,0.008906882591093119,0.013850415512465372,0.014982578397212546,0.013362068965517244,0.00872093023255814,0.013223140495867768,0.010714285714285714,0.01509433962264151,0.008571428571428572
0.002,0.006,0.01128,0.00041904653679513917,0.011279999999999998,0.011138014527845037,0.014295485636114913,0.011512415349887135,0.010441426146010187,0.009448818897637795,0.011502347417840376,0.010267857142857143,0.010121457489878543,0.01218836565096953,0.010452961672473868,0.010344827586206898,0.011046511627906977,0.011570247933884299,0.009523809523809523,0.011320754716981131,0.002857142857142857
0.003,0.009000000000000001,0.01227,0.0007071774883294859,0.01227,0.011561743341404359,0.014363885088919287,0.012716328066215199,0.012139219015280135,0.010728346456692916,0.013028169014084507,0.01294642857142857,0.011943319838056679,0.011357340720221609,0.011149825783972125,0.010344827586206898,0.013372093023255816,0.009917355371900827,0.010714285714285714,0.007547169811320755,0.008571428571428572
0.004,0.012,0.01272,0.00042614551505325017,0.012719999999999999,0.012953995157384986,0.012175102599179208,0.01218961625282167,0.01375212224108659,0.013188976377952754,0.013262910798122066,0.011011904761904761,0.013967611336032387,0.013019390581717452,0.01289198606271777,0.010775862068965516,0.013372093023255812,0.011570247933884299,0.015476190476190477,0.007547169811320755,0.008571428571428572
0.005,0.015000000000000001,0.01391,0.0007422263805605405,0.01391,0.01616222760290557,0.014637482900136797,0.012716328066215199,0.014261460101867574,0.012204724409448819,0.012206572769953052,0.011904761904761904,0.015182186234817813,0.01662049861495845,0.014634146341463414,0.014224137931034483,0.012209302325581395,0.013223140495867768,0.008333333333333333,0.011320754716981131,0.014285714285714285
0.006,0.018000000000000002,0.01585,0.001323820229487372,0.015849999999999996,0.0173728813559322,0.015868673050615595,0.015349887133182846,0.018081494057724957,0.016732283464566927,0.013615023474178404,0.015773809523809523,0.016194331983805668,0.014127423822714683,0.013937282229965159,0.0125,0.011046511627906975,0.011570247933884299,0.014285714285714285,0.011320754716981133,0.017142857142857144
0.007,0.021,0.016399999999999998,0.001543372929657638,0.016399999999999998,0.016949152542372885,0.01716826265389877,0.01798344620015049,0.017317487266553477,0.01673228346456693,0.01572769953051643,0.015029761904761902,0.01639676113360324,0.014958448753462606,0.01358885017421603,0.014224137931034483,0.012790697674418604,0.011570247933884299,0.011904761904761904,0.009433962264150943,0.008571428571428572
0.008,0.024,0.01966,0.002543304936495032,0.01966,0.019915254237288134,0.025923392612859097,0.022799097065462754,0.017911714770797962,0.01653543307086614,0.017605633802816902,0.01636904761904762,0.018421052631578946,0.017174515235457065,0.014982578397212546,0.015948275862068963,0.020348837209302327,0.023140495867768597,0.014285714285714285,0.013207547169811321,0.002857142857142857
0.009000000000000001,0.027000000000000003,0.02047,0.0027228844999375203,0.02047,0.01924939467312349,0.02496580027359781,0.021444695259593676,0.020967741935483872,0.02155511811023622,0.017136150234741784,0.01845238095238095,0.022469635627530366,0.017174515235457065,0.018466898954703832,0.01810344827586207,0.01802325581395349,0.017355371900826446,0.015476190476190477,0.01509433962264151,0.005714285714285714
0.01,0.030000000000000002,0.02385,0.004430632009093059,0.023849999999999996,0.024092009685230027,0.030984952120383037,0.02452972159518435,0.02190152801358234,0.02076771653543307,0.021948356807511737,0.023511904761904758,0.024898785425101214,0.02548476454293629,0.02264808362369338,0.021120689655172414,0.014534883720930234,0.01900826446280992,0.010714285714285714,0.011320754716981133,0.005714285714285714
0.011,0.033,0.02954,0.004912066774790424,0.02954,0.03081113801452785,0.03433652530779754,0.032881866064710316,0.034125636672325974,0.024606299212598427,0.022769953051643192,0.02574404761904762,0.03380566801619433,0.0296398891966759,0.018815331010452963,0.026724137931034488,0.027325581395348835,0.02231404958677686,0.014285714285714285,0.013207547169811321,0.011428571428571429
