Beta,R0,mean_infected_ratio,std_infected_ratio,mean_R_all,R_age1,R_age2,R_age3,R_age4,R_age5,R_age6,R_age7,R_age8,R_age9,R_age10,R_age11,R_age12,R_age13,R_age14,R_age15,R_age16
0.0,0.0,0.009999999999999998,1.734723475976807e-18,0.009999999999999998,0.008884297520661158,0.008421052631578947,0.011479028697571746,0.009322033898305087,0.01147227533460803,0.012035398230088496,0.009461663947797716,0.009337349397590362,0.011058451816745656,0.009106239460370995,0.00909090909090909,0.008435207823960882,0.010657894736842106,0.012121212121212121,0.009236947791164659,0.010087719298245616
0.001,0.003,0.010159999999999999,0.00012806248474865695,0.01016,0.010330578512396695,0.00968421052631579,0.00750551876379691,0.011440677966101695,0.010707456978967496,0.014159292035398226,0.011256117455138662,0.008283132530120483,0.008056872037914692,0.011129848229342326,0.013196480938416421,0.0067237163814180935,0.009342105263157896,0.011004784688995215,0.009638554216867469,0.010701754385964915
0.002,0.006,0.010299999999999998,0.00016733200530681493,0.010299999999999998,0.010537190082644629,0.011578947368421053,0.005960264900662252,0.013135593220338984,0.009177820267686425,0.011327433628318584,0.01305057096247961,0.010090361445783133,0.010742496050552924,0.012647554806070826,0.010117302052785925,0.011369193154034231,0.010131578947368422,0.008612440191387561,0.008835341365461847,0.008421052631578949
0.003,0.009000000000000001,0.010400000000000001,0.0001414213562373094,0.010399999999999998,0.011363636363636364,0.009263157894736843,0.009933774834437085,0.009533898305084748,0.012045889101338433,0.011858407079646017,0.009951060358890701,0.01069277108433735,0.009636650868878358,0.011804384485666102,0.010410557184750735,0.008312958435207823,0.00881578947368421,0.01164274322169059,0.010240963855421685,0.011228070175438597
0.004,0.012,0.01061,0.00029816103031751116,0.01061,0.010330578512396693,0.012,0.008388520971302427,0.010805084745762712,0.012619502868068835,0.012212389380530974,0.009951060358890703,0.010843373493975903,0.011216429699842023,0.009949409780775716,0.010703812316715543,0.01039119804400978,0.009868421052631578,0.00988835725677831,0.011646586345381526,0.01
0.005,0.015000000000000001,0.01074,0.0001428285685708569,0.010740000000000001,0.010537190082644629,0.010526315789473684,0.00816777041942605,0.012923728813559321,0.011281070745697896,0.010265486725663717,0.00962479608482871,0.012349397590361447,0.011216429699842021,0.012647554806070826,0.00967741935483871,0.011369193154034231,0.009605263157894737,0.009250398724082934,0.013453815261044177,0.01
0.006,0.018000000000000002,0.010879999999999997,0.00039446165846632013,0.010879999999999997,0.0121900826446281,0.009894736842105262,0.011258278145695366,0.013983050847457625,0.011854684512428297,0.010619469026548672,0.011908646003262644,0.010090361445783133,0.010110584518167456,0.009780775716694773,0.011876832844574779,0.009535452322738388,0.010789473684210526,0.00909090909090909,0.012048192771084335,0.010789473684210528
0.007,0.021,0.01102,0.0003709447398198281,0.011019999999999999,0.013223140495867768,0.012,0.011037527593818985,0.012076271186440678,0.010516252390057362,0.012212389380530974,0.011908646003262642,0.010240963855421687,0.00900473933649289,0.012984822934232716,0.009237536656891497,0.011124694376528117,0.01,0.011961722488038277,0.011646586345381526,0.009824561403508774
0.008,0.024,0.01125,0.0003694590640382235,0.01125,0.010330578512396693,0.01136842105263158,0.013465783664459163,0.013135593220338984,0.011281070745697898,0.015044247787610616,0.012398042414355628,0.011897590361445783,0.011690363349131122,0.009780775716694771,0.01085043988269795,0.00916870415647922,0.010921052631578948,0.008771929824561403,0.0106425702811245,0.011140350877192982
0.009000000000000001,0.027000000000000003,0.01154,0.00042708313008125244,0.01154,0.013223140495867768,0.010736842105263157,0.010154525386313465,0.012076271186440678,0.012810707456978968,0.01168141592920354,0.010114192495921697,0.011596385542168675,0.011058451816745654,0.012478920741989882,0.013343108504398826,0.010635696821515892,0.012763157894736843,0.012280701754385965,0.012048192771084338,0.009473684210526316
