Beta,R0,mean_infected_ratio,std_infected_ratio,mean_R_all,R_age1,R_age2,R_age3,R_age4,R_age5,R_age6,R_age7,R_age8,R_age9,R_age10,R_age11,R_age12,R_age13,R_age14,R_age15,R_age16
0.0,0.0,0.009999999999999998,1.734723475976807e-18,0.009999999999999998,0.007982261640798228,0.009836065573770493,0.009114583333333334,0.007654320987654321,0.013409090909090907,0.009223300970873784,0.01079136690647482,0.010161662817551962,0.01081081081081081,0.013590263691683568,0.011216429699842023,0.008275862068965517,0.010918774966711052,0.010719754977029098,0.009076923076923076,0.009333917616126206
0.001,0.003,0.01047,0.00017916472867168914,0.01047,0.007538802660753879,0.008899297423887589,0.011197916666666665,0.010123456790123457,0.012045454545454545,0.00849514563106796,0.013189448441247,0.010161662817551964,0.010810810810810811,0.009533468559837728,0.011532385466034755,0.009655172413793104,0.010119840213049267,0.010719754977029096,0.012,0.010604732690622263
0.002,0.006,0.010879999999999999,0.00033704599092705396,0.010879999999999999,0.013303769401330375,0.00936768149882904,0.012239583333333333,0.012839506172839504,0.01477272727272727,0.011650485436893203,0.008393285371702638,0.011778290993071592,0.009684684684684683,0.013387423935091278,0.010426540284360191,0.010068965517241379,0.009720372836218377,0.01010719754977029,0.010461538461538461,0.010297984224364592
0.003,0.009000000000000001,0.01143,0.0003348133808556641,0.01143,0.01130820399113082,0.01522248243559719,0.015624999999999997,0.011604938271604937,0.011590909090909093,0.011165048543689321,0.006954436450839327,0.013163972286374134,0.01283783783783784,0.012170385395537525,0.012322274881516587,0.012275862068965518,0.01318242343541944,0.011179173047473201,0.011076923076923078,0.009158632778264678
0.004,0.012,0.01175,0.000690289794216893,0.01175,0.010199556541019957,0.012646370023419205,0.013020833333333334,0.01308641975308642,0.010454545454545456,0.006796116504854369,0.012230215827338128,0.014087759815242495,0.01171171171171171,0.0127789046653144,0.01042654028436019,0.011448275862068967,0.013981358189081226,0.011791730474732007,0.011384615384615385,0.011656441717791411
0.005,0.015000000000000001,0.01217,0.00048590122453025383,0.01217,0.014190687361419069,0.011007025761124122,0.011979166666666666,0.009382716049382716,0.010227272727272727,0.012864077669902912,0.011990407673860911,0.010392609699769052,0.013963963963963964,0.013793103448275862,0.010110584518167456,0.013793103448275862,0.011717709720372838,0.012863705972434917,0.014461538461538461,0.011787905346187556
0.006,0.018000000000000002,0.0126,0.0007563068160475613,0.0126,0.013082039911308204,0.013817330210772836,0.014843750000000003,0.017777777777777778,0.013636363636363636,0.010194174757281552,0.011510791366906475,0.015473441108545033,0.015090090090090089,0.0127789046653144,0.01406003159557662,0.013793103448275862,0.010652463382157125,0.0110260336906585,0.009846153846153846,0.011437335670464505
0.007,0.021,0.013340000000000001,0.0006887670143089025,0.01334,0.016186252771618625,0.01639344262295082,0.015104166666666665,0.012098765432098766,0.01181818181818182,0.01116504854368932,0.015347721822541965,0.015242494226327943,0.015315315315315317,0.01460446247464503,0.014375987361769352,0.012137931034482758,0.012782956058588552,0.011944869831546707,0.012307692307692308,0.012401402278702893
0.008,0.024,0.014180000000000002,0.0012343419299367584,0.014180000000000002,0.01197339246119734,0.017330210772833726,0.016927083333333336,0.018024691358024692,0.011590909090909093,0.014563106796116504,0.017985611510791366,0.016628175519630486,0.01351351351351351,0.01460446247464503,0.015639810426540286,0.013241379310344827,0.014380825565912117,0.011026033690658498,0.011384615384615385,0.013716038562664328
0.009000000000000001,0.027000000000000003,0.015089999999999998,0.0011291146974510605,0.015089999999999998,0.015299334811529935,0.01826697892271663,0.017708333333333333,0.01679012345679012,0.015227272727272725,0.012621359223300968,0.01702637889688249,0.017321016166281754,0.01734234234234234,0.015212981744421905,0.015165876777251185,0.013931034482758623,0.015712383488681758,0.014088820826952527,0.013384615384615384,0.01380368098159509
