Beta,R0,mean_infected_ratio,std_infected_ratio,mean_R_all,R_age1,R_age2,R_age3,R_age4,R_age5,R_age6,R_age7,R_age8,R_age9,R_age10,R_age11,R_age12,R_age13,R_age14,R_age15,R_age16
0.0,0.0,0.009999999999999998,1.734723475976807e-18,0.009999999999999998,0.011570247933884299,0.008,0.011037527593818984,0.011228813559322034,0.010325047801147227,0.007610619469026548,0.009298531810766722,0.010993975903614457,0.011690363349131122,0.009949409780775718,0.007624633431085043,0.009779951100244499,0.01118421052631579,0.00988835725677831,0.010240963855421687,0.009912280701754386
0.001,0.003,0.01021,0.00013747727084867506,0.01021,0.01012396694214876,0.01136842105263158,0.00706401766004415,0.009322033898305085,0.00898661567877629,0.010619469026548672,0.011582381729200652,0.010090361445783133,0.01042654028436019,0.011973018549747048,0.01055718475073314,0.010391198044009781,0.011315789473684211,0.009409888357256776,0.008835341365461847,0.01
0.002,0.006,0.010400000000000001,0.00020493901531919175,0.0104,0.008057851239669423,0.011157894736842104,0.012141280353200884,0.011228813559322034,0.009751434034416825,0.010265486725663717,0.012398042414355628,0.011445783132530122,0.010268562401263823,0.009443507588532882,0.01187683284457478,0.009902200488997554,0.00868421052631579,0.010685805422647526,0.010240963855421687,0.009824561403508772
0.003,0.009000000000000001,0.010599999999999998,0.0002408318915758458,0.010599999999999998,0.008471074380165288,0.010105263157894735,0.009271523178807948,0.01228813559322034,0.010516252390057362,0.00991150442477876,0.014681892332789558,0.010843373493975902,0.010742496050552922,0.011467116357504217,0.00997067448680352,0.010391198044009781,0.01026315789473684,0.011004784688995215,0.00923694779116466,0.010175438596491228
0.004,0.012,0.01084,0.0003527038417709681,0.01084,0.009090909090909092,0.00968421052631579,0.009933774834437087,0.011864406779661019,0.013766730401529637,0.013097345132743363,0.008319738988580749,0.0125,0.011058451816745656,0.011467116357504215,0.007624633431085046,0.010635696821515894,0.011578947368421053,0.01036682615629984,0.012048192771084336,0.010789473684210526
0.005,0.015000000000000001,0.011080000000000001,0.0004044749683231336,0.01108,0.00909090909090909,0.011157894736842104,0.012141280353200884,0.011652542372881356,0.013193116634799235,0.009203539823008849,0.013213703099510601,0.010843373493975903,0.01169036334913112,0.012478920741989882,0.01085043988269795,0.010024449877750611,0.012105263157894737,0.01164274322169059,0.008634538152610442,0.010087719298245614
0.006,0.018000000000000002,0.011459999999999998,0.00041521078984053386,0.011459999999999998,0.012396694214876033,0.012421052631578947,0.013245033112582783,0.015042372881355934,0.012810707456978968,0.00991150442477876,0.013376835236541599,0.010391566265060243,0.01263823064770932,0.011129848229342328,0.013343108504398826,0.009657701711491443,0.010263157894736842,0.009728867623604465,0.008835341365461848,0.010789473684210526
0.007,0.021,0.011519999999999999,0.00038157568056677843,0.011519999999999999,0.012190082644628099,0.009052631578947368,0.008167770419426049,0.01419491525423729,0.011663479923518166,0.010619469026548672,0.01060358890701468,0.011144578313253013,0.014375987361769352,0.011467116357504217,0.010117302052785927,0.012469437652811739,0.011710526315789473,0.010526315789473686,0.013453815261044175,0.011754385964912281
0.008,0.024,0.012199999999999999,0.0005567764362830021,0.012199999999999999,0.013429752066115703,0.011157894736842106,0.013686534216335542,0.01271186440677966,0.011663479923518164,0.013097345132743363,0.012398042414355628,0.01460843373493976,0.01453396524486572,0.010961214165261383,0.01187683284457478,0.011246943765281176,0.009736842105263158,0.01244019138755981,0.010040160642570283,0.012280701754385965
0.009000000000000001,0.027000000000000003,0.01205,0.0006545991139621255,0.01205,0.011776859504132233,0.014736842105263156,0.014569536423841059,0.015254237288135594,0.011663479923518166,0.011327433628318584,0.01435562805872757,0.012048192771084338,0.014691943127962084,0.013490725126475547,0.011730205278592375,0.009779951100244499,0.010657894736842106,0.010685805422647528,0.013253012048192769,0.008771929824561403
0.01,0.030000000000000002,0.01268,0.0007547184905645287,0.01268,0.012809917355371903,0.015368421052631578,0.012141280353200884,0.013983050847457625,0.015105162523900572,0.01398230088495575,0.01402936378466558,0.01189759036144578,0.016113744075829384,0.012984822934232716,0.010410557184750733,0.012347188264058681,0.010921052631578946,0.011164274322169059,0.013253012048192772,0.01043859649122807
0.011,0.033,0.01268,0.00047497368348151645,0.01268,0.012809917355371903,0.013263157894736841,0.012582781456953643,0.017796610169491522,0.015296367112810707,0.014867256637168142,0.012561174551386622,0.01400602409638554,0.012954186413902053,0.014333895446880268,0.012316715542521995,0.011491442542787285,0.012105263157894737,0.010207336523125995,0.010240963855421687,0.01017543859649123
0.012,0.036000000000000004,0.0134,0.000808702664766229,0.0134,0.011776859504132231,0.013263157894736843,0.011920529801324504,0.012923728813559321,0.01682600382409178,0.011858407079646017,0.01631321370309951,0.014457831325301203,0.013428120063191152,0.012310286677908937,0.015689149560117306,0.012591687041564792,0.013157894736842108,0.011802232854864435,0.015461847389558234,0.011842105263157893
0.013000000000000001,0.03900000000000001,0.013680000000000001,0.0007277362159464103,0.013680000000000001,0.015289256198347112,0.01073684210526316,0.011037527593818984,0.020338983050847456,0.017208413001912046,0.014513274336283185,0.014681892332789558,0.014759036144578316,0.015323854660347552,0.013322091062394603,0.013196480938416421,0.015892420537897307,0.011315789473684213,0.011323763955342903,0.013453815261044175,0.010263157894736842
0.014,0.042,0.014410000000000001,0.0010463746938836008,0.014410000000000001,0.014462809917355374,0.01473684210526316,0.013907284768211922,0.020127118644067795,0.015296367112810707,0.015044247787610621,0.01696574225122349,0.017168674698795183,0.018009478672985784,0.01669477234401349,0.01436950146627566,0.012591687041564792,0.010657894736842106,0.012280701754385965,0.013052208835341365,0.010789473684210526
0.015,0.045,0.01439,0.0007422263805605403,0.014390000000000003,0.015289256198347109,0.012421052631578947,0.010816777041942605,0.018008474576271187,0.01701720841300191,0.014867256637168142,0.01794453507340946,0.013403614457831326,0.020063191153238548,0.017537942664418212,0.01334310850439883,0.015403422982885088,0.011052631578947366,0.013875598086124402,0.012851405622489959,0.010263157894736842
0.016,0.048,0.01458,0.0009293008124391153,0.01458,0.01549586776859504,0.01473684210526316,0.01390728476821192,0.019279661016949154,0.016252390057361375,0.016991150442477877,0.015334420880913541,0.013554216867469878,0.018167456556082148,0.015514333895446878,0.01627565982404692,0.015647921760391197,0.013289473684210523,0.00909090909090909,0.013453815261044177,0.010789473684210526
0.017,0.051000000000000004,0.01549,0.0009267685795278128,0.01549,0.016115702479338846,0.012842105263157894,0.01479028697571744,0.016949152542372885,0.01682600382409178,0.01575221238938053,0.017618270799347475,0.018524096385542168,0.022116903633491312,0.01973018549747049,0.01495601173020528,0.014425427872860636,0.015921052631578947,0.011961722488038277,0.010240963855421687,0.011491228070175438
0.018000000000000002,0.054000000000000006,0.016159999999999997,0.0016063623501564022,0.016159999999999997,0.016528925619834715,0.014105263157894737,0.015673289183222958,0.02478813559322034,0.018546845124282986,0.019646017699115045,0.017781402936378466,0.018072289156626502,0.01753554502369668,0.021247892074198988,0.015102639296187683,0.018459657701711492,0.013815789473684212,0.013078149920255184,0.009036144578313251,0.0106140350877193
0.019,0.057,0.01764,0.001719418506356146,0.01764,0.01590909090909091,0.015368421052631578,0.0163355408388521,0.02902542372881356,0.022944550669216062,0.019646017699115042,0.01908646003262643,0.023042168674698795,0.02180094786729858,0.022934232715008433,0.019208211143695017,0.015770171149144255,0.013289473684210526,0.010685805422647528,0.013855421686746985,0.011491228070175438
0.02,0.060000000000000005,0.01693,0.001340186554178185,0.01693,0.02169421487603306,0.016842105263157898,0.017218543046357615,0.02563559322033899,0.018355640535372846,0.018761061946902656,0.020554649265905382,0.017620481927710843,0.019273301737756716,0.02057335581787521,0.020967741935483872,0.01332518337408313,0.014210526315789474,0.011961722488038277,0.013855421686746985,0.010175438596491226
0.021,0.06300000000000001,0.01772,0.0020807690885823924,0.01772,0.01652892561983471,0.016842105263157894,0.018322295805739512,0.023516949152542373,0.024282982791587002,0.021415929203539824,0.021859706362153345,0.019277108433734938,0.01990521327014218,0.02478920741989882,0.021260997067448682,0.01723716381418093,0.012105263157894737,0.010047846889952153,0.013855421686746989,0.010964912280701756
0.022,0.066,0.019430000000000003,0.0022904366395951666,0.019429999999999996,0.02190082644628099,0.015789473684210527,0.018984547461368653,0.02796610169491525,0.03001912045889101,0.02265486725663717,0.02300163132137031,0.020933734939759037,0.02353870458135861,0.02259696458684654,0.02082111436950147,0.01919315403422983,0.013684210526315788,0.015311004784688997,0.014056224899598393,0.011140350877192983
0.023,0.069,0.020499999999999997,0.0023744473041110003,0.020499999999999997,0.016942148760330577,0.018105263157894732,0.020088300220750553,0.03495762711864407,0.02734225621414914,0.020353982300884955,0.02267536704730832,0.020632530120481926,0.030489731437598738,0.03254637436762226,0.026686217008797652,0.017603911980440097,0.014736842105263156,0.012440191387559807,0.014056224899598393,0.010526315789473684
0.024,0.07200000000000001,0.019039999999999994,0.002887282459337846,0.019039999999999994,0.021280991735537193,0.016,0.02163355408388521,0.0298728813559322,0.022753346080305926,0.02247787610619469,0.02234910277324633,0.021837349397590362,0.02259083728278041,0.025632377740303542,0.02228739002932551,0.015036674816625916,0.013421052631578948,0.011483253588516745,0.013052208835341366,0.01307017543859649
0.025,0.07500000000000001,0.021620000000000004,0.002829416901059298,0.02162,0.01859504132231405,0.014947368421052631,0.020309050772626933,0.036016949152542374,0.03097514340344168,0.025486725663716812,0.022512234910277325,0.026656626506024093,0.02906793048973144,0.026306913996627317,0.02595307917888563,0.02237163814180929,0.015657894736842103,0.013397129186602871,0.015863453815261046,0.011929824561403509
0.026000000000000002,0.07800000000000001,0.02164,0.0038390623855311342,0.02164,0.020454545454545454,0.016210526315789474,0.018763796909492272,0.03495762711864407,0.027724665391969404,0.023008849557522127,0.027895595432300163,0.028313253012048196,0.02890995260663507,0.02866779089376053,0.024486803519061583,0.018826405867970658,0.014473684210526316,0.014354066985645933,0.018473895582329317,0.012105263157894737
0.027,0.081,0.025429999999999998,0.002581879160611511,0.025429999999999998,0.020867768595041324,0.024631578947368418,0.023399558498896248,0.04555084745762712,0.03441682600382409,0.02867256637168142,0.02544861337683523,0.032981927710843364,0.034755134281200625,0.038279932546374365,0.02859237536656891,0.02322738386308068,0.0193421052631579,0.014992025518341306,0.01706827309236948,0.01131578947368421
0.028,0.084,0.026619999999999998,0.005010748447088519,0.026619999999999998,0.025206611570247933,0.024210526315789474,0.030463576158940398,0.04364406779661017,0.03307839388145316,0.030619469026548673,0.03148450244698205,0.0338855421686747,0.0368088467614534,0.035919055649241145,0.03196480938416422,0.02469437652811736,0.015263157894736845,0.017862838915470493,0.015863453815261042,0.01263157894736842
