country,group_i,group_j,connection_type,n_i,n_j,target_avg_degree,probability_p,max_possible_edges
Monaco,8,13,inter_group,444,653,0.5975277219797027,0.0009150501102292538,289932
Monaco,8,14,inter_group,444,650,0.6142253386408323,0.0009449620594474343,288600
Monaco,8,15,inter_group,444,2282,1.2001314733270911,0.0005259121267866307,1013208
Monaco,9,10,inter_group,493,633,1.2812679859707088,0.002024120041027976,312069
Monaco,9,11,inter_group,493,725,0.6962163022662481,0.0009602983479534456,357425
Monaco,9,12,inter_group,493,751,1.587501331925153,0.0021138499759322943,370243
Monaco,9,13,inter_group,493,653,0.40597307835879765,0.0006217045610395064,321929
Monaco,9,14,inter_group,493,650,0.4702279104272907,0.0007234275545035242,320450
Monaco,9,15,inter_group,493,2282,1.0804942610283665,0.0004734856533866637,1125026
Monaco,10,11,inter_group,633,725,0.9110463151430599,0.0012566156070938758,458925
Monaco,10,12,inter_group,633,751,1.361948450126511,0.0018135132491697882,475383
Monaco,10,13,inter_group,633,653,0.3880133948376798,0.0005942012172093106,413349
Monaco,10,14,inter_group,633,650,0.31103482826274076,0.00047851512040421654,411450
Monaco,10,15,inter_group,633,2282,1.0201440686950312,0.00044703946919151234,1444506
Monaco,11,12,inter_group,725,751,1.8937084667119382,0.002521582512266229,544475
Monaco,11,13,inter_group,725,653,0.5167847594051601,0.0007914008566694641,473425
Monaco,11,14,inter_group,725,650,0.31718244734553,0.0004879729959162,471250
Monaco,11,15,inter_group,725,2282,0.7224280795376232,0.0003165767219709129,1654450
Monaco,12,13,inter_group,751,653,0.4854138866730122,0.0007433597039402944,490403
Monaco,12,14,inter_group,751,650,0.3744111865557002,0.0005760172100856926,488150
Monaco,12,15,inter_group,751,2282,0.4086635554313308,0.00017908131263423788,1713782
Monaco,13,14,inter_group,653,650,0.8747837519580269,0.001345821156858503,424450
Monaco,13,15,inter_group,653,2282,1.193854274989772,0.0005231613825546766,1490146
Monaco,14,15,inter_group,650,2282,1.3565078364972079,0.0005944381404457528,1483300
