Beta,R0,mean_infected_ratio,std_infected_ratio,mean_R_all,R_age1,R_age2,R_age3,R_age4,R_age5,R_age6,R_age7,R_age8,R_age9,R_age10,R_age11,R_age12,R_age13,R_age14,R_age15,R_age16
0.0,0.0,0.009999999999999998,1.734723475976807e-18,0.009999999999999998,0.010864745011086476,0.009601873536299767,0.009635416666666667,0.010123456790123456,0.010681818181818183,0.009708737864077669,0.0105515587529976,0.008545034642032334,0.011486486486486485,0.010141987829614604,0.012480252764612954,0.007586206896551724,0.009720372836218377,0.00995405819295559,0.011692307692307693,0.009421560035056967
0.001,0.003,0.01031,0.00013000000000000002,0.01031,0.009534368070953435,0.00936768149882904,0.012239583333333333,0.009135802469135802,0.011363636363636364,0.010194174757281552,0.015347721822541968,0.010854503464203233,0.01036036036036036,0.011156186612576065,0.010584518167456557,0.010344827586206896,0.010652463382157123,0.009494640122511486,0.008769230769230769,0.009596844872918493
0.002,0.006,0.01044,0.00016248076809271956,0.01044,0.01130820399113082,0.007025761124121781,0.011979166666666666,0.010123456790123456,0.011590909090909091,0.009223300970873784,0.011750599520383691,0.008083140877598153,0.011486486486486485,0.011359026369168357,0.010742496050552922,0.010068965517241379,0.010119840213049267,0.010413476263399696,0.010153846153846152,0.010736196319018405
0.003,0.009000000000000001,0.01099,0.0004036087214122115,0.01099,0.013082039911308204,0.012412177985948477,0.011458333333333333,0.00962962962962963,0.00840909090909091,0.011165048543689318,0.010311750599520383,0.010392609699769056,0.012612612612612612,0.009939148073022312,0.010742496050552922,0.01006896551724138,0.012516644474034621,0.01209800918836141,0.011076923076923078,0.010604732690622263
0.004,0.012,0.01166,0.000649923072370877,0.01166,0.012195121951219513,0.010070257611241216,0.015364583333333334,0.012098765432098764,0.01090909090909091,0.01262135922330097,0.014148681055155876,0.011778290993071594,0.011486486486486485,0.01257606490872211,0.01263823064770932,0.012137931034482758,0.012383488681757657,0.009494640122511486,0.010615384615384617,0.010736196319018405
0.005,0.015000000000000001,0.01161,0.000634744042902334,0.01161,0.012195121951219513,0.011241217798594848,0.012760416666666668,0.015061728395061726,0.008863636363636363,0.014563106796116504,0.010791366906474819,0.010392609699769054,0.013288288288288288,0.010141987829614604,0.009794628751974723,0.011310344827586208,0.012649800266311583,0.010260336906584993,0.012615384615384617,0.011481156879929889
0.006,0.018000000000000002,0.01195,0.0006119640512317695,0.011949999999999999,0.01263858093126386,0.013583138173302107,0.013541666666666665,0.012839506172839504,0.012954545454545451,0.01262135922330097,0.01199040767386091,0.013394919168591224,0.014864864864864866,0.010953346855983773,0.012164296998420221,0.013103448275862068,0.01318242343541944,0.008575803981623279,0.010461538461538461,0.010692375109553025
0.007,0.021,0.01277,0.0006466065264130882,0.012769999999999998,0.01197339246119734,0.012177985948477752,0.016666666666666666,0.014074074074074072,0.012045454545454545,0.012135922330097085,0.012470023980815346,0.015242494226327946,0.013063063063063063,0.013184584178498987,0.01406003159557662,0.013655172413793104,0.014247669773635152,0.009800918836140888,0.014000000000000002,0.011218229623137599
0.008,0.024,0.01377,0.000753724087448451,0.01377,0.01108647450110865,0.013114754098360656,0.019531249999999997,0.01654320987654321,0.011590909090909091,0.012378640776699026,0.01654676258992806,0.012933025404157042,0.019594594594594596,0.012170385395537525,0.01390205371248025,0.011586206896551725,0.017576564580559253,0.013016845329249616,0.008923076923076924,0.013496932515337423
0.009000000000000001,0.027000000000000003,0.01347,0.0011036756769993623,0.01347,0.011529933481152993,0.014285714285714285,0.014322916666666666,0.016049382716049384,0.010681818181818183,0.015048543689320387,0.015347721822541965,0.014549653579676674,0.019144144144144143,0.013184584178498987,0.012006319115323856,0.013379310344827585,0.013715046604527298,0.012863705972434917,0.014461538461538461,0.012007011393514462
0.01,0.030000000000000002,0.01555,0.0009831073186585483,0.01555,0.011751662971175168,0.01920374707259953,0.03072916666666667,0.022962962962962963,0.013409090909090907,0.011893203883495145,0.01630695443645084,0.018706697459584296,0.02072072072072072,0.015212981744421905,0.013270142180094785,0.01572413793103448,0.015312916111850866,0.014854517611026033,0.013692307692307695,0.012532865907099035
0.011,0.033,0.01426,0.0007200000000000004,0.01426,0.015299334811529933,0.014519906323185014,0.02057291666666667,0.017037037037037038,0.01,0.01140776699029126,0.014388489208633093,0.014318706697459582,0.015090090090090092,0.01643002028397566,0.01721958925750395,0.01186206896551724,0.015978695073235686,0.01424196018376723,0.014153846153846156,0.012532865907099035
0.012,0.036000000000000004,0.01651,0.0016483021567661672,0.01651,0.01618625277161863,0.01896955503512881,0.024739583333333336,0.0254320987654321,0.01568181818181818,0.013349514563106795,0.014868105515587529,0.017782909930715938,0.017792792792792795,0.01744421906693712,0.01358609794628752,0.01296551724137931,0.01984021304926764,0.014854517611026033,0.016307692307692308,0.01485539000876424
0.013000000000000001,0.03900000000000001,0.01755,0.001839701062672955,0.017549999999999996,0.012638580931263858,0.02271662763466042,0.03046875,0.025185185185185182,0.01818181818181818,0.017718446601941745,0.019184652278177457,0.017321016166281754,0.01936936936936937,0.016632860040567948,0.01943127962085308,0.016689655172413793,0.020905459387483356,0.016079632465543645,0.010461538461538463,0.014548641542506574
0.014,0.042,0.018840000000000003,0.0022450835173774713,0.01884,0.014190687361419069,0.02646370023419204,0.03567708333333333,0.025185185185185182,0.01727272727272727,0.012135922330097085,0.02014388489208633,0.020092378752886834,0.022072072072072072,0.019269776876267748,0.01943127962085308,0.017379310344827585,0.02383488681757657,0.015773353751914243,0.015846153846153847,0.015074496056091147
0.015,0.045,0.01793,0.0012830042868205859,0.01793,0.014855875831485588,0.01920374707259953,0.026041666666666664,0.026913580246913583,0.014999999999999996,0.015533980582524271,0.019424460431654675,0.020092378752886837,0.020945945945945947,0.019269776876267748,0.015323854660347549,0.016551724137931035,0.019973368841544607,0.016385911179173047,0.017692307692307695,0.015775635407537247
