AgeGroup_1,AgeGroup_2,AgeGroup_3,AgeGroup_4,AgeGroup_5,AgeGroup_6,AgeGroup_7,AgeGroup_8,AgeGroup_9,AgeGroup_10,AgeGroup_11,AgeGroup_12,AgeGroup_13,AgeGroup_14,AgeGroup_15,AgeGroup_16
0.052724461876347106,0.06620581706980053,0.06853148814319661,0.06980372750064416,0.07199209604866703,0.07523068284927865,0.07211888178486273,0.0660451439018106,0.06334262121621995,0.06692212726600291,0.05886042409536625,0.05731737741659749,0.05305895419879887,0.045430484315669616,0.03655343785074223,0.07586227446599544
