AgeGroup_1,AgeGroup_2,AgeGroup_3,AgeGroup_4,AgeGroup_5,AgeGroup_6,AgeGroup_7,AgeGroup_8,AgeGroup_9,AgeGroup_10,AgeGroup_11,AgeGroup_12,AgeGroup_13,AgeGroup_14,AgeGroup_15,AgeGroup_16
0.0534669853291073,0.07055545591876197,0.07724578948186574,0.05992368156740716,0.04594720446096483,0.037058313509736096,0.04451173859347547,0.0914220299812139,0.12285959092818984,0.12262989782833296,0.10490292682372263,0.068598424305335,0.046430952050057324,0.028263619930771894,0.014645371254813406,0.011538018036244645
