AgeGroup_1,AgeGroup_2,AgeGroup_3,AgeGroup_4,AgeGroup_5,AgeGroup_6,AgeGroup_7,AgeGroup_8,AgeGroup_9,AgeGroup_10,AgeGroup_11,AgeGroup_12,AgeGroup_13,AgeGroup_14,AgeGroup_15,AgeGroup_16
0.07422312573626044,0.07663182827631813,0.07332302840764414,0.07716907104569268,0.08183423985278056,0.0857311153570286,0.08907757351878158,0.08672022849606535,0.07468633440004627,0.061158292146275536,0.05391822297626898,0.04768376430898548,0.03997763004119794,0.031100445277253645,0.021646377435430603,0.025118722723970074
