AgeGroup_1,AgeGroup_2,AgeGroup_3,AgeGroup_4,AgeGroup_5,AgeGroup_6,AgeGroup_7,AgeGroup_8,AgeGroup_9,AgeGroup_10,AgeGroup_11,AgeGroup_12,AgeGroup_13,AgeGroup_14,AgeGroup_15,AgeGroup_16
0.04986057757931478,0.054594927493841365,0.05637508206098187,0.060454569090471824,0.06922453184616084,0.07638983678801942,0.07790999616507095,0.07702844997367549,0.07415225318331611,0.0690872218863951,0.06355744918719004,0.06063819069347217,0.056044400678587444,0.048705223953356865,0.03972807753056568,0.06624921188958005
