AgeGroup_1,AgeGroup_2,AgeGroup_3,AgeGroup_4,AgeGroup_5,AgeGroup_6,AgeGroup_7,AgeGroup_8,AgeGroup_9,AgeGroup_10,AgeGroup_11,AgeGroup_12,AgeGroup_13,AgeGroup_14,AgeGroup_15,AgeGroup_16
0.03822209947687002,0.044475316136215214,0.0534396398700794,0.053341711321466985,0.05675376437958712,0.06430909092032447,0.05925233252210189,0.07097132145463128,0.07247268658477739,0.06758336438008139,0.06913879101182742,0.0747698370184742,0.0787045875663489,0.06909059904468692,0.05491258409652727,0.0725622742160001
