AgeGroup_1,AgeGroup_2,AgeGroup_3,AgeGroup_4,AgeGroup_5,AgeGroup_6,AgeGroup_7,AgeGroup_8,AgeGroup_9,AgeGroup_10,AgeGroup_11,AgeGroup_12,AgeGroup_13,AgeGroup_14,AgeGroup_15,AgeGroup_16
0.05022992053566601,0.04860887587198185,0.04673533101036088,0.04825022208014575,0.05295313461982533,0.06177874882132621,0.0692594938918187,0.06952961294351473,0.06637352564605858,0.06292386419783946,0.07195451780996326,0.07866058390423007,0.07103943859284381,0.05619092935158984,0.044574048243284654,0.10093775247955084
