AgeGroup_1,AgeGroup_2,AgeGroup_3,AgeGroup_4,AgeGroup_5,AgeGroup_6,AgeGroup_7,AgeGroup_8,AgeGroup_9,AgeGroup_10,AgeGroup_11,AgeGroup_12,AgeGroup_13,AgeGroup_14,AgeGroup_15,AgeGroup_16
0.03347314708323328,0.038732035269504556,0.04248369485283293,0.044494498221826634,0.04824960483639408,0.04964326795366755,0.050407405838745346,0.05533421109077516,0.06110609052137621,0.07381913104284245,0.07556612702811355,0.06590862421424112,0.06010588371572319,0.05889342900302237,0.07200658468939677,0.1697762646383048
