AgeGroup_1,AgeGroup_2,AgeGroup_3,AgeGroup_4,AgeGroup_5,AgeGroup_6,AgeGroup_7,AgeGroup_8,AgeGroup_9,AgeGroup_10,AgeGroup_11,AgeGroup_12,AgeGroup_13,AgeGroup_14,AgeGroup_15,AgeGroup_16
0.09637785152919838,0.09500397778653819,0.09405432575385367,0.10084601596681575,0.10543691243496853,0.09599583513774017,0.07757072141965227,0.06368611024262233,0.05531832325778452,0.04782937140615563,0.04139759157809699,0.03525629697526393,0.029512781026249508,0.024245757944730453,0.018188615050597833,0.019279512489731875
