AgeGroup_1,AgeGroup_2,AgeGroup_3,AgeGroup_4,AgeGroup_5,AgeGroup_6,AgeGroup_7,AgeGroup_8,AgeGroup_9,AgeGroup_10,AgeGroup_11,AgeGroup_12,AgeGroup_13,AgeGroup_14,AgeGroup_15,AgeGroup_16
0.09105143163810772,0.08982529011306337,0.08634823914605802,0.08436479096519026,0.08485692841724873,0.0827917301916722,0.07697405211014165,0.07081289286612982,0.06346253787829383,0.05684897017591376,0.05063345642954551,0.043312461604628955,0.035828621563817234,0.02926024013448046,0.02166960113672946,0.031958755628979006
